model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	distance	diff_param	diff_hybrid	time
1D_2_4b	4	1.3291699	-1.3291704	2	1	0.66353497	0.66353493	0.1049396	0.10139711	3.8986029	0.99999998	-0.67401523	-0.85805004	-0.85804992	0.042082075	0.096043963	0.096043935	0.039456494	0.41577295	1.7630642	1.7630643	-10.694339	R0:N6:S0:1	e569cda	 4.30e-04	 7.02e-05	 8.15e-06	2022-03-22@20:19
1D_2_4b	4	1.329071	-1.3290711	2	1	0.66352827	0.66352821	0.10494094	0.10140423	3.8985958	0.99999999	-0.67401283	-0.85807595	-0.85807588	0.042082517	0.096050384	0.096050369	0.039458316	0.41576897	1.7630542	1.7630543	-10.693951	R0:N6:S0:1	e569cda	 4.30e-04	 1.97e-06	 2.24e-06	2022-03-22@20:19
1D_2_4b	4	1.3290702	-1.3290703	2	1	0.6635309	0.66353093	0.1049412	0.10140526	3.8985947	1	-0.67401247	-0.85808006	-0.85808006	0.042082602	0.096051308	0.096051308	0.039458642	0.4157683	1.7630523	1.7630523	-10.693952	R0:N6:S0:1	e569cda	 4.30e-04	 0.00e+00	 4.01e-07	2022-03-22@20:19
1D_2_4b	4	1.3290702	-1.3290703	1.95	1	0.6635309	0.66353093	0.10380784	0.1037608	3.9008423	0.99769845	-0.67399395	-0.86701305	-0.84945571	0.041719305	0.098109051	0.094081288	0.039477714	0.41572435	1.7519112	1.7739679	-10.594068	R0:N6:S0:1	e569cda	 4.33e-04	 2.94e-02	 1.00e+06	2022-03-22@20:19
1D_2_4b	4	1.3701096	-1.2870963	1.95	1	0.66395427	0.66298345	0.10470734	0.10190588	3.8990465	0.99952383	-0.67400432	-0.86002187	-0.85630427	0.042007672	0.096491648	0.095654804	0.039464431	0.4157552	1.7607627	1.7652809	-10.42605	R0:N6:S0:1	e569cda	 4.38e-04	 9.28e-03	 1.18e-03	2022-03-22@20:19
1D_2_4b	4	1.3829976	-1.2737649	1.95	1	0.66433253	0.66246633	0.10496728	0.10137583	3.8985269	1.0000486	-0.67400628	-0.85803432	-0.85824245	0.042090729	0.096029556	0.096107959	0.039461675	0.41576067	1.7633165	1.7627632	-10.372645	R0:N6:S0:1	e569cda	 4.39e-04	 2.72e-03	 3.41e-04	2022-03-22@20:19
1D_2_4b	4	1.386708	-1.2697859	1.95	1	0.66444518	0.66229655	0.10504366	0.10122711	3.8983712	1.0002008	-0.67400519	-0.85747576	-0.85882031	0.042115123	0.095899993	0.096243724	0.039462175	0.41575933	1.7640505	1.7620254	-10.356708	R0:N6:S0:1	e569cda	 4.40e-04	 7.87e-04	 9.94e-05	2022-03-22@20:19
1D_2_4b	4	1.3877488	-1.2686062	1.95	1	0.66447478	0.66224474	0.1050661	0.10118617	3.8983242	1.0002448	-0.67400419	-0.85732163	-0.85899448	0.042122293	0.095864389	0.096284776	0.039462832	0.41575782	1.7642598	1.7618094	-10.351985	R0:N6:S0:1	e569cda	 4.40e-04	 2.29e-04	 2.89e-05	2022-03-22@20:19
1D_2_4b	4	1.388018	-1.2682364	1.95	1	0.6644782	0.66222536	0.10507276	0.10117553	3.8983094	1.0002575	-0.6740035	-0.85728104	-0.85904885	0.042124421	0.095855181	0.096297732	0.039463269	0.41575681	1.7643191	1.7617458	-10.350502	R0:N6:S0:1	e569cda	 4.40e-04	 7.13e-05	 8.45e-06	2022-03-22@20:19
1D_2_4b	4	1.388116	-1.2681332	1.95	1	0.66448336	0.66222164	0.10507481	0.10117222	3.898305	1.0002614	-0.67400332	-0.8572688	-0.85906525	0.042125078	0.09585231	0.096301577	0.03946343	0.41575646	1.7643368	1.7617262	-10.350091	R0:N6:S0:1	e569cda	 4.40e-04	 1.71e-05	 2.55e-06	2022-03-22@20:19
1D_2_4b	4	1.3881428	-1.268112	1.95	1	0.66448504	0.66222222	0.10507536	0.10117136	3.8983039	1.0002624	-0.67400326	-0.85726566	-0.8590697	0.042125255	0.095851559	0.096302587	0.039463488	0.41575635	1.7643413	1.7617209	-10.350008	R0:N6:S0:1	e569cda	 4.40e-04	 6.76e-07	 6.64e-07	2022-03-22@20:19
1D_2_4b	4	1.4472163	-1.2071532	1.9	1	0.66543695	0.66091464	0.10521055	0.1009396	3.8980096	1.0005254	-0.67399314	-0.856458	-0.86007009	0.042168212	0.095653616	0.096556726	0.03946919	0.41574249	1.7656283	1.7603814	-10.006063	R0:N6:S0:1	e569cda	 4.72e-04	 1.09e-03	 1.00e+06	2022-03-22@20:19
1D_2_4b	4	1.4457835	-1.2055673	1.9	1	0.66514349	0.66057147	0.1052114	0.10097105	3.8979791	1.0005249	-0.67398343	-0.8565458	-0.86014869	0.042168466	0.095682394	0.096584432	0.039472296	0.41573311	1.7656212	1.760376	-9.9994797	R0:N6:S0:1	e569cda	 4.72e-04	 1.38e-04	 2.95e-05	2022-03-22@20:19
1D_2_4b	4	1.4455729	-1.205392	1.9	1	0.66512229	0.66055397	0.10521325	0.10098308	3.8979678	1.0005245	-0.67397953	-0.85658882	-0.86018866	0.042169076	0.095693258	0.096594601	0.039475129	0.41572686	1.765604	1.7603627	-9.9987846	R0:N6:S0:1	e569cda	 4.72e-04	 3.78e-05	 3.91e-06	2022-03-22@20:19
1D_2_4b	4	1.445542	-1.2053234	1.9	1	0.66512089	0.66054715	0.10521407	0.100986	3.8979641	1.000525	-0.67397841	-0.85659956	-0.86020202	0.042169344	0.095695919	0.096597972	0.039475966	0.41572502	1.7656016	1.760356	-9.998513	R0:N6:S0:1	e569cda	 4.72e-04	 8.57e-07	 1.27e-06	2022-03-22@20:19
1D_2_4b	4	1.5012652	-1.1407041	1.85	1	0.66544339	0.65850865	0.10535805	0.10085091	3.8975725	1.0007883	-0.67393714	-0.85608918	-0.86148573	0.042215101	0.095586028	0.096939929	0.039496659	0.41567308	1.7668332	1.7589512	-9.6394743	R0:N6:S0:1	e569cda	 5.30e-04	 1.55e-04	 1.00e+06	2022-03-22@20:19
1D_2_4b	4	1.5010083	-1.140543	1.85	1	0.66541359	0.65845649	0.10535641	0.10086038	3.8975712	1.0007842	-0.67393542	-0.85612182	-0.86148491	0.042214577	0.095594557	0.096941199	0.039497423	0.41567109	1.7668113	1.7589674	-9.638802	R0:N6:S0:1	e569cda	 5.30e-04	 2.26e-06	 4.66e-06	2022-03-22@20:19
1D_2_4b	4	1.5010067	-1.1405438	1.85	1	0.6654177	0.65845581	0.10535633	0.1008615	3.897571	1.0007837	-0.6739352	-0.85612643	-0.8614855	0.042214553	0.095595562	0.096941364	0.039497627	0.41567067	1.766808	1.7589684	-9.6388081	R0:N6:S0:1	e569cda	 5.30e-04	 0.00e+00	 4.70e-07	2022-03-22@20:19
model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	distance	diff_param	diff_hybrid	time
1D_2_4b	4	1	-1	2	1	0.5	0.5	0.096246433	0.072538438	3.9274616	1	-0.68403962	-0.72257031	-0.72257031	0.039177113	0.069788304	0.069788304	0.028690059	0.43790431	1.8294373	1.8294373	-9.1756012	R0:N6:S0:1	b236446	v1.0.0	 9.20e-05	 1.69e-01	 1.00e+06	2022-04-21@10:55
1D_2_4b	4	1.2125474	-1.2125474	2	1	0.61060447	0.61060446	0.10243206	0.093366224	3.9066338	1	-0.67685973	-0.82180333	-0.82180333	0.041247871	0.088826302	0.088826302	0.036376379	0.42197558	1.78227	1.78227	-10.161624	R0:N6:S0:1	b236446	v1.0.0	 1.02e-04	 2.98e-02	 2.57e-02	2022-04-21@10:55
1D_2_4b	4	1.1704403	-1.1704406	2	1	0.61222833	0.61222839	0.10340343	0.098134646	3.9018654	1	-0.6752598	-0.84006487	-0.84006486	0.041569963	0.093155378	0.093155376	0.037671798	0.41917518	1.7750865	1.7750865	-10.003956	R0:N6:S0:1	b236446	v1.0.0	 1.14e-04	 1.33e-02	 5.84e-03	2022-04-21@10:55
1D_2_4b	4	1.1516787	-1.1516794	2	1	0.61036696	0.61036717	0.10360815	0.099379391	3.9006206	1	-0.67485012	-0.84443864	-0.84443868	0.041637605	0.094286017	0.094286022	0.037958384	0.41853452	1.77362	1.77362	-9.9294816	R0:N6:S0:1	b236446	v1.0.0	 1.18e-04	 4.10e-03	 1.66e-03	2022-04-21@10:55
1D_2_4b	4	1.1459171	-1.1459183	2	1	0.60966477	0.6096651	0.10365955	0.099719008	3.900281	1	-0.67473919	-0.84559713	-0.84559719	0.041654569	0.094594666	0.094594673	0.038031843	0.418368	1.773258	1.773258	-9.9063973	R0:N6:S0:1	b236446	v1.0.0	 1.19e-04	 1.17e-03	 4.67e-04	2022-04-21@10:55
1D_2_4b	4	1.1442755	-1.1442743	2	1	0.60945531	0.60945511	0.10367337	0.099812758	3.9001872	1	-0.67470864	-0.84591407	-0.84591413	0.041659129	0.094679884	0.094679901	0.038051728	0.41832272	1.7731613	1.7731612	-9.8997944	R0:N6:S0:1	b236446	v1.0.0	 1.20e-04	 3.27e-04	 1.30e-04	2022-04-21@10:55
1D_2_4b	4	1.1438153	-1.143816	2	1	0.60939582	0.60939596	0.10367717	0.099838754	3.9001613	1	-0.67470017	-0.84600173	-0.8460017	0.04166038	0.094703515	0.094703507	0.038057209	0.41831022	1.7731346	1.7731347	-9.8979528	R0:N6:S0:1	b236446	v1.0.0	 1.20e-04	 8.46e-05	 3.62e-05	2022-04-21@10:55
1D_2_4b	4	1.1436974	-1.1436964	2	1	0.6093821	0.60938176	0.10367828	0.09984603	3.900154	0.99999999	-0.6746978	-0.84602663	-0.84602653	0.041660747	0.094710126	0.094710108	0.038058795	0.41830663	1.7731268	1.7731268	-9.8974745	R0:N6:S0:1	b236446	v1.0.0	 1.20e-04	 2.62e-05	 9.88e-06	2022-04-21@10:55
1D_2_4b	4	1.1436593	-1.1436612	2	1	0.60937685	0.609377	0.10367855	0.099848017	3.900152	0.99999997	-0.67469716	-0.84603325	-0.84603303	0.041660836	0.094711931	0.094711879	0.038059199	0.41830571	1.7731247	1.773125	-9.8973322	R0:N6:S0:1	b236446	v1.0.0	 1.20e-04	 1.02e-06	 2.80e-06	2022-04-21@10:55
1D_2_4b	4	1.1436589	-1.1436607	2	1	0.60937811	0.60937845	0.1036787	0.099848587	3.9001514	0.99999999	-0.67469696	-0.84603551	-0.84603544	0.041660884	0.094712445	0.094712425	0.038059377	0.41830533	1.7731238	1.7731239	-9.8973326	R0:N6:S0:1	b236446	v1.0.0	 1.20e-04	 2.74e-07	 6.70e-07	2022-04-21@10:55
model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	distance	diff_param	diff_hybrid	time
1D_2_4b	4	1	-1	2	1	0.5	0.5	0.096246433	0.072538438	3.9274616	1	-0.68403962	-0.72257031	-0.72257031	0.039177113	0.069788304	0.069788304	0.028690059	0.43790431	1.8294373	1.8294373	-9.1756012	R0:N6:S0:1	8d6f65b	v1.0.0	 9.69e-05	 1.59e-01	 1.00e+06	2022-04-27@13:56
1D_2_4b	4	1.1985693	-1.1985694	2	1	0.60694122	0.60694124	0.10236627	0.093354217	3.9066458	1	-0.6768739	-0.82132396	-0.82132397	0.041225766	0.088819696	0.088819697	0.036307764	0.42209283	1.782808	1.782808	-10.102303	R0:N6:S0:1	8d6f65b	v1.0.0	 1.24e-04	 8.71e-03	 2.56e-02	2022-04-27@13:56
1D_2_4b	4	1.1951789	-1.195179	2	1	0.61878646	0.61878646	0.10351798	0.098107316	3.9018927	1	-0.67524828	-0.84077552	-0.84077551	0.041608406	0.093121679	0.093121675	0.037789082	0.41898088	1.7741315	1.7741315	-10.109078	R0:N6:S0:1	8d6f65b	v1.0.0	 1.12e-04	 3.08e-02	 5.50e-03	2022-04-27@13:56
1D_2_4b	4	1.1524059	-1.1524067	2	1	0.6104653	0.61046028	0.10360211	0.099340041	3.9006609	0.99999952	-0.67486309	-0.84430633	-0.84430216	0.041635616	0.094250227	0.094249373	0.037950006	0.41855365	1.7736584	1.7736627	-9.9324079	R0:N6:S0:1	8d6f65b	v1.0.0	 1.19e-04	 6.52e-04	 2.37e-03	2022-04-27@13:56
model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	distance	diff_param	diff_hybrid	time
1D_2_4b	4	1	-1	2	1	0.5	0.5	0.096246433	0.072538438	3.9274616	1	-0.68403962	-0.72257031	-0.72257031	0.039177113	0.069788304	0.069788304	0.028690059	0.43790431	1.8294373	1.8294373	-9.1756012	R0:N6:S0:1	8d6f65b	v1.0.0	 9.69e-05	 1.59e-01	 1.00e+06	2022-04-27@13:57
1D_2_4b	4	1.1985693	-1.1985694	2	1	0.60694122	0.60694124	0.10236627	0.093354217	3.9066458	1	-0.6768739	-0.82132396	-0.82132397	0.041225766	0.088819696	0.088819697	0.036307764	0.42209283	1.782808	1.782808	-10.102303	R0:N6:S0:1	8d6f65b	v1.0.0	 1.24e-04	 8.71e-03	 2.56e-02	2022-04-27@13:57
1D_2_4b	4	1.1951789	-1.195179	2	1	0.61878646	0.61878646	0.10351798	0.098107316	3.9018927	1	-0.67524828	-0.84077552	-0.84077551	0.041608406	0.093121679	0.093121675	0.037789082	0.41898088	1.7741315	1.7741315	-10.109078	R0:N6:S0:1	8d6f65b	v1.0.0	 1.12e-04	 3.08e-02	 5.50e-03	2022-04-27@13:57
1D_2_4b	4	1.1524059	-1.1524067	2	1	0.61046529	0.61046028	0.10360211	0.099340041	3.9006609	0.99999952	-0.67486309	-0.84430633	-0.84430216	0.041635616	0.094250227	0.094249373	0.037950006	0.41855365	1.7736584	1.7736627	-9.9324079	R0:N6:S0:1	8d6f65b	v1.0.0	 1.19e-04	 6.52e-04	 2.37e-03	2022-04-27@13:57
1D_2_4b	4	1.1521109	-1.1521103	1.95	1	0.61133409	0.61133872	0.10252874	0.10213615	3.9025873	0.99763829	-0.67471445	-0.85508049	-0.83686601	0.041291542	0.096705987	0.092567911	0.038084986	0.41826571	1.7614885	1.7842551	-9.8328758	R0:N6:S0:1	8d6f65b	v1.0.0	 1.23e-04	 2.40e-02	 1.00e+06	2022-04-27@13:57
1D_2_4b	4	1.1819403	-1.1144445	1.95	1	0.61007218	0.61126012	0.10337878	0.10053646	3.9007851	0.99933924	-0.67468335	-0.84878869	-0.84381303	0.041565178	0.095310917	0.0941582	0.038092597	0.41824526	1.7696568	1.7760928	-9.6817515	R0:N6:S0:1	8d6f65b	v1.0.0	 1.27e-04	 8.27e-03	 4.74e-03	2022-04-27@13:57
1D_2_4b	4	1.1908332	-1.1005699	1.95	1	0.60944255	0.60999342	0.10357908	0.099943724	3.9004164	0.99981994	-0.6747241	-0.84643524	-0.84510075	0.041628924	0.094791602	0.094478368	0.038044415	0.41834114	1.7723035	1.7740703	-9.6251376	R0:N6:S0:1	8d6f65b	v1.0.0	 1.30e-04	 2.97e-04	 1.33e-03	2022-04-27@13:57
1D_2_4b	4	1.22968	-1.0487409	1.9	1	0.60694605	0.60962042	0.10356291	0.10010392	3.9003113	0.99979239	-0.67468493	-0.84673254	-0.84539765	0.04162387	0.094933607	0.094580992	0.038049607	0.418316	1.7721589	1.7743109	-9.3166903	R0:N6:S0:1	8d6f65b	v1.0.0	 1.62e-04	 1.59e-04	 1.00e+06	2022-04-27@13:57
1D_2_4b	4	1.2688011	-0.9964316	1.85	1	0.60446376	0.60933505	0.10356578	0.10027364	3.9001486	0.99978889	-0.67463453	-0.84705853	-0.84591911	0.041625013	0.095084652	0.094735277	0.038064037	0.41827116	1.7720756	1.7743873	-9.0064301	R0:N6:S0:1	8d6f65b	v1.0.0	 2.11e-04	 6.71e-03	 1.00e+06	2022-04-27@13:57
1D_2_4b	4	1.2745429	-0.9846239	1.85	1	0.60510127	0.60663102	0.10358556	0.10007838	3.9001208	0.9999004	-0.67466617	-0.84635133	-0.84573696	0.041630482	0.094919891	0.094751839	0.038021557	0.41835355	1.772994	1.7740415	-8.9580559	R0:N6:S0:1	8d6f65b	v1.0.0	 2.14e-04	 1.48e-04	 8.41e-04	2022-04-27@13:57
model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	distance	diff_param	diff_hybrid	time
1D_2_4b	4	1	-1	2	1	0.5	0.5	0.096246433	0.072538438	3.9274616	1	-0.68403962	-0.72257031	-0.72257031	0.039177113	0.069788304	0.069788304	0.028690059	0.43790431	1.8294373	1.8294373	-9.1756012	R0:N6:S0:1	8d6f65b	v1.0.0	 9.69e-05	 1.59e-01	 1.00e+06	2022-04-27@13:57
1D_2_4b	4	1.1985693	-1.1985694	2	1	0.60694122	0.60694124	0.10236627	0.093354218	3.9066458	1	-0.6768739	-0.82132397	-0.82132397	0.041225766	0.088819697	0.088819696	0.036307764	0.42209283	1.782808	1.782808	-10.102303	R0:N6:S0:1	8d6f65b	v1.0.0	 1.24e-04	 8.71e-03	 2.56e-02	2022-04-27@13:57
1D_2_4b	4	1.1951789	-1.195179	2	1	0.61878646	0.61878647	0.10351798	0.098107315	3.9018927	1	-0.67524828	-0.84077552	-0.84077551	0.041608406	0.093121678	0.093121676	0.037789082	0.41898088	1.7741315	1.7741315	-10.109078	R0:N6:S0:1	8d6f65b	v1.0.0	 1.12e-04	 3.08e-02	 5.50e-03	2022-04-27@13:57
1D_2_4b	4	1.1524062	-1.1524064	2	1	0.6104634	0.61046217	0.10360229	0.099339683	3.9006606	0.99999988	-0.67486309	-0.84430476	-0.84430373	0.041635674	0.094249905	0.094249695	0.037950006	0.41855365	1.77366	1.7736611	-9.9324067	R0:N6:S0:1	8d6f65b	v1.0.0	 1.19e-04	 6.52e-04	 2.37e-03	2022-04-27@13:57
1D_2_4b	4	1.1521107	-1.1521105	1.95	1	0.61133587	0.61133701	0.10252858	0.1021365	3.9025876	0.99763796	-0.67471445	-0.85508198	-0.83686464	0.04129149	0.096706297	0.092567632	0.038084992	0.41826569	1.761487	1.7842566	-9.8328766	R0:N6:S0:1	8d6f65b	v1.0.0	 1.23e-04	 2.40e-02	 1.00e+06	2022-04-27@13:57
1D_2_4b	4	1.1819386	-1.1144464	1.95	1	0.61007223	0.61126015	0.10337874	0.10053656	3.9007851	0.99933915	-0.67468335	-0.84878905	-0.84381272	0.041565165	0.095310998	0.094158129	0.0380926	0.41824526	1.7696564	1.7760932	-9.6817592	R0:N6:S0:1	8d6f65b	v1.0.0	 1.27e-04	 8.27e-03	 4.74e-03	2022-04-27@13:57
1D_2_4b	4	1.1908325	-1.1005708	1.95	1	0.6094424	0.60999338	0.10357906	0.099943704	3.9004165	0.99981991	-0.67472411	-0.84643515	-0.84510046	0.041628916	0.094791583	0.094478302	0.038044401	0.41834117	1.7723035	1.7740705	-9.6251409	R0:N6:S0:1	8d6f65b	v1.0.0	 1.30e-04	 2.97e-04	 1.33e-03	2022-04-27@13:57
1D_2_4b	4	1.2296789	-1.0487423	1.9	1	0.60694397	0.60962224	0.10356304	0.10010356	3.9003111	0.99979268	-0.67468496	-0.84673093	-0.84539869	0.041623913	0.094933276	0.094581194	0.038049586	0.41831604	1.7721603	1.7743097	-9.316696	R0:N6:S0:1	8d6f65b	v1.0.0	 1.62e-04	 1.60e-04	 1.00e+06	2022-04-27@13:57
1D_2_4b	4	1.2688022	-0.99642786	1.85	1	0.60446354	0.60933759	0.1035661	0.10027387	3.9001476	0.99978925	-0.67463433	-0.84705933	-0.84592302	0.041625117	0.095084867	0.094736146	0.038064214	0.41827078	1.7720763	1.7743846	-9.0064173	R0:N6:S0:1	8d6f65b	v1.0.0	 2.11e-04	 6.72e-03	 1.00e+06	2022-04-27@13:57
1D_2_4b	4	1.2745587	-0.98459959	1.85	1	0.60508748	0.60661702	0.1035848	0.10007234	3.900125	0.99990134	-0.67466792	-0.84632719	-0.84572005	0.041630224	0.094914476	0.094748075	0.038019973	0.41835687	1.7730079	1.7740463	-8.957936	R0:N6:S0:1	8d6f65b	v1.0.0	 2.14e-04	 1.42e-04	 8.42e-04	2022-04-27@13:57
model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	distance	diff_param	diff_hybrid	time
1D_2_4b	4	1	-1	2	1	0.5	0.5	0.096246433	0.072538438	3.9274616	1	-0.68403962	-0.72257031	-0.72257031	0.039177113	0.069788304	0.069788304	0.028690059	0.43790431	1.8294373	1.8294373	-9.1756012	R0:N6:S0:1	8d6f65b	v1.0.0	 9.69e-05	 1.59e-01	 1.00e+06	2022-04-27@13:57
1D_2_4b	4	1.1985693	-1.1985694	2	1	0.60694122	0.60694124	0.10236627	0.093354217	3.9066458	1	-0.6768739	-0.82132396	-0.82132397	0.041225766	0.088819696	0.088819697	0.036307764	0.42209283	1.782808	1.782808	-10.102303	R0:N6:S0:1	8d6f65b	v1.0.0	 1.24e-04	 8.71e-03	 2.56e-02	2022-04-27@13:57
1D_2_4b	4	1.1951789	-1.195179	2	1	0.61878646	0.61878646	0.10351798	0.098107316	3.9018927	1	-0.67524828	-0.84077552	-0.84077551	0.041608406	0.093121679	0.093121675	0.037789082	0.41898088	1.7741315	1.7741315	-10.109078	R0:N6:S0:1	8d6f65b	v1.0.0	 1.12e-04	 3.08e-02	 5.50e-03	2022-04-27@13:57
1D_2_4b	4	1.1524059	-1.1524067	2	1	0.61046529	0.61046028	0.10360211	0.099340041	3.9006609	0.99999952	-0.67486309	-0.84430633	-0.84430216	0.041635616	0.094250227	0.094249373	0.037950006	0.41855365	1.7736584	1.7736627	-9.9324079	R0:N6:S0:1	8d6f65b	v1.0.0	 1.19e-04	 6.52e-04	 2.37e-03	2022-04-27@13:57
1D_2_4b	4	1.1521109	-1.1521103	1.95	1	0.61133409	0.61133872	0.10252874	0.10213615	3.9025873	0.99763829	-0.67471445	-0.85508049	-0.83686601	0.041291542	0.096705987	0.092567911	0.038084986	0.41826571	1.7614885	1.7842551	-9.8328758	R0:N6:S0:1	8d6f65b	v1.0.0	 1.23e-04	 2.40e-02	 1.00e+06	2022-04-27@13:57
1D_2_4b	4	1.1819403	-1.1144445	1.95	1	0.61007218	0.61126012	0.10337878	0.10053646	3.9007851	0.99933924	-0.67468335	-0.84878869	-0.84381303	0.041565178	0.095310917	0.0941582	0.038092597	0.41824526	1.7696568	1.7760928	-9.6817515	R0:N6:S0:1	8d6f65b	v1.0.0	 1.27e-04	 8.27e-03	 4.74e-03	2022-04-27@13:57
1D_2_4b	4	1.1908332	-1.1005699	1.95	1	0.60944255	0.60999342	0.10357908	0.099943724	3.9004164	0.99981994	-0.6747241	-0.84643524	-0.84510075	0.041628924	0.094791602	0.094478368	0.038044415	0.41834114	1.7723035	1.7740703	-9.6251376	R0:N6:S0:1	8d6f65b	v1.0.0	 1.30e-04	 2.97e-04	 1.33e-03	2022-04-27@13:57
1D_2_4b	4	1.22968	-1.0487409	1.9	1	0.60694605	0.60962042	0.10356291	0.10010392	3.9003113	0.99979239	-0.67468493	-0.84673254	-0.84539765	0.04162387	0.094933607	0.094580992	0.038049607	0.418316	1.7721589	1.7743109	-9.3166903	R0:N6:S0:1	8d6f65b	v1.0.0	 1.62e-04	 1.59e-04	 1.00e+06	2022-04-27@13:57
1D_2_4b	4	1.2688011	-0.9964316	1.85	1	0.60446376	0.60933505	0.10356578	0.10027364	3.9001486	0.99978889	-0.67463453	-0.84705853	-0.84591911	0.041625013	0.095084652	0.094735277	0.038064037	0.41827116	1.7720756	1.7743873	-9.0064301	R0:N6:S0:1	8d6f65b	v1.0.0	 2.11e-04	 6.71e-03	 1.00e+06	2022-04-27@13:57
1D_2_4b	4	1.2745429	-0.9846239	1.85	1	0.60510127	0.60663102	0.10358556	0.10007838	3.9001208	0.9999004	-0.67466617	-0.84635133	-0.84573696	0.041630482	0.094919891	0.094751839	0.038021557	0.41835355	1.772994	1.7740415	-8.9580559	R0:N6:S0:1	8d6f65b	v1.0.0	 2.14e-04	 1.48e-04	 8.41e-04	2022-04-27@13:57
model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	distance	diff_param	diff_hybrid	time
1D_2_4b	4	1	-1	2	1	0.5	0.5	0.096246433	0.072538438	3.9274616	1	-0.68403962	-0.72257031	-0.72257031	0.039177113	0.069788304	0.069788304	0.028690059	0.43790431	1.8294373	1.8294373	-9.1756012	R0:N6:S0:1	8d6f65b	v1.0.0	 9.69e-05	 1.59e-01	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	1.1985693	-1.1985694	2	1	0.60694122	0.60694124	0.10236627	0.093354217	3.9066458	1	-0.6768739	-0.82132396	-0.82132397	0.041225766	0.088819696	0.088819697	0.036307764	0.42209283	1.782808	1.782808	-10.102303	R0:N6:S0:1	8d6f65b	v1.0.0	 1.24e-04	 8.71e-03	 2.56e-02	2022-04-27@13:58
1D_2_4b	4	1.1951789	-1.195179	2	1	0.61878646	0.61878646	0.10351798	0.098107316	3.9018927	1	-0.67524828	-0.84077552	-0.84077551	0.041608406	0.093121679	0.093121675	0.037789082	0.41898088	1.7741315	1.7741315	-10.109078	R0:N6:S0:1	8d6f65b	v1.0.0	 1.12e-04	 3.08e-02	 5.50e-03	2022-04-27@13:58
1D_2_4b	4	1.1524059	-1.1524067	2	1	0.61046529	0.61046028	0.10360211	0.099340041	3.9006609	0.99999952	-0.67486309	-0.84430633	-0.84430216	0.041635616	0.094250227	0.094249373	0.037950006	0.41855365	1.7736584	1.7736627	-9.9324079	R0:N6:S0:1	8d6f65b	v1.0.0	 1.19e-04	 6.52e-04	 2.37e-03	2022-04-27@13:58
1D_2_4b	4	1.1521109	-1.1521103	1.95	1	0.61133409	0.61133872	0.10252874	0.10213615	3.9025873	0.99763829	-0.67471445	-0.85508049	-0.83686601	0.041291542	0.096705987	0.092567911	0.038084986	0.41826571	1.7614885	1.7842551	-9.8328758	R0:N6:S0:1	8d6f65b	v1.0.0	 1.23e-04	 2.40e-02	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	1.1819403	-1.1144445	1.95	1	0.61007218	0.61126012	0.10337878	0.10053646	3.9007851	0.99933924	-0.67468335	-0.84878869	-0.84381303	0.041565178	0.095310917	0.0941582	0.038092597	0.41824526	1.7696568	1.7760928	-9.6817515	R0:N6:S0:1	8d6f65b	v1.0.0	 1.27e-04	 8.27e-03	 4.74e-03	2022-04-27@13:58
